Host.genus	Virus	KB	contig_length	checkv_quality	provirus	gene_count	viral_genes	completeness	contamination	warnings	AAI.to.closest.RaFAH.reference	Confidence.score	List.of.methods
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__JdFR-85;g__JAADHP01	Brothers_NWCB_S146_NODE_29_length_72748_cov_30.574903_fragment_2	25165	25165	Medium-quality	No	42	3	51.24	0		6.77	94.6	blast;96.20 iPHoP-RF;90.50 CRISPR;84.10
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002733185	EPR_4281-140_vRhyme_bin_8	61270	86770	Medium-quality	Yes	88	4	63.36	3.66		4.78	91.1	blast;93.50 iPHoP-RF;57.30
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__QOAS01;g__QOAS01	ELSC_Bowl_M1_vRhyme_bin_73	30517	36517	Medium-quality	No	44	18	63.37	0		20.12	95.2	CRISPR;96.60 iPHoP-RF;74.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__QOAS01;g__QOAS01	ELSC_Tui_Malila_132-544_vRhyme_bin_68	52772	61772	Medium-quality	No	86	25	86.08	0		22.26	98.5	CRISPR;98.90 iPHoP-RF;56.20
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__QOAS01;g__QOAS01	Guaymas_4561-380_vRhyme_bin_49	28486	35986	Medium-quality	No	41	14	58.07	0		17.16	93.1	iPHoP-RF;95.10 CRISPR;94.00 blast;92.40
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__QOAS01;g__QOAS01	Guaymas_4561-384_vRhyme_bin_112	16085	17585	Low-quality	No	25	14	37.15	0		12.02	95.9	iPHoP-RF;97.10 CRISPR;92.40
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__QOAS01;g__QOAS01	Guaymas_4571-419_vRhyme_bin_3	22153	23653	Low-quality	No	32	9	43.21	0		6.28	93.9	iPHoP-RF;95.70 blast;92.80 CRISPR;68.30
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__QOAS01;g__QOAS01	ELSC_Abe_A3_NODE_9825_length_8074_cov_1.235686	8074	8074	Low-quality	No	8	4	12.43	0		8.62	91.4	blast;93.70 iPHoP-RF;92.10 CRISPR;90.90
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__QOAS01;g__QOAS01	Guaymas_4561-380_scaffold_466_c1	22470	22470	Low-quality	No	34	9	41.05	0		6.28	95.3	iPHoP-RF;96.70 blast;92.80 CRISPR;79.20
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__QOAS01;g__QOAS01	Guaymas_4561-380_scaffold_432_c1	23553	23553	Low-quality	No	37	18	40.95	0		13.55	95.9	iPHoP-RF;97.10 blast;95.20 CRISPR;92.40
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__QOAS01;g__QOAS01	Guaymas_4561-384_scaffold_966_c1	22024	22024	Low-quality	No	33	9	40.24	0		6.28	93.9	iPHoP-RF;95.70 blast;92.80 CRISPR;68.30
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__QOAS01;g__QOAS01	Guaymas_4571-419_scaffold_673_c1	19827	19827	Low-quality	No	29	18	43.17	0		17.69	95.9	iPHoP-RF;97.10 CRISPR;92.40 blast;91.90
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	Brothers_NWCA_S143_vRhyme_bin_55	94610	108110	High-quality	No	122	52	96.82	0		25.48	90.2	blast;92.70 iPHoP-RF;89.20 CRISPR;68.90
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	Brothers_NWCA_S143_vRhyme_bin_58	22773	27273	Medium-quality	No	26	8	71.32	0		9.87	91.2	blast;93.60
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	Brothers_NWCA_S143_vRhyme_bin_59	11389	12889	Low-quality	No	24	6	34.48	0		11.03	91.1	blast;93.50 iPHoP-RF;68.40
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	Brothers_NWCA_S144_vRhyme_bin_91	5676	7176	Low-quality	No	12	3	13.14	0		12.04	91.6	blast;93.90
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	Brothers_NWCA_S145_vRhyme_bin_56	6755	8255	Low-quality	No	12	4	14.67	0		22.42	91.6	blast;93.90 iPHoP-RF;52.50
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	Brothers_NWCB_S141_vRhyme_bin_3	98676	124176	High-quality	No	145	63	100	0	contig >1.5x longer than expected genome length	38.97	90.8	blast;93.20
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	ELSC_Mariner_M17_vRhyme_bin_125	13809	18309	Low-quality	No	25	12	45.95	0		22.33	91.5	blast;93.80 iPHoP-RF;78.30
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	ELSC_Tui_Malila_134-614_vRhyme_bin_18	13199	16199	Low-quality	No	14	2	25.94	0		16.77	91.4	blast;93.70
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	Brothers_NWCA_S143_NODE_6814_length_8292_cov_1.494060	8292	8292	Low-quality	No	12	6	22.18	0		18.47	91.1	blast;93.50 iPHoP-RF;62.70
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	Brothers_NWCA_S144_NODE_4249_length_9154_cov_1.674975	9154	9154	Low-quality	No	11	6	13.36	0		14.02	91.4	blast;93.70 iPHoP-RF;56.80
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	Brothers_NWCB_S141_NODE_7275_length_9612_cov_9.842066_fragment_1	5741	5741	Low-quality	No	8	4	12.83	0		30.86	91.2	blast;93.60 iPHoP-RF;71.10
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__SpSt-205;f__;g__	Brothers_NWCB_S141_vRhyme_bin_118	16538	19538	Low-quality	No	28	4	21.85	0		6.03	90.2	blast;92.70 iPHoP-RF;71.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	Brothers_NWCA_S143_vRhyme_bin_19	63065	73565	High-quality	No	76	11	90.98	0		6.54	91.6	blast;93.90 iPHoP-RF;78.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	Brothers_NWCA_S143_vRhyme_bin_37	106992	117492	High-quality	No	162	46	100	0	contig >1.5x longer than expected genome length	16.56	98.1	CRISPR;98.60 blast;91.90 iPHoP-RF;87.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	Brothers_NWCB_S141_vRhyme_bin_30	71893	82393	Medium-quality	No	95	4	69.58	0		4.79	92.9	blast;94.90 iPHoP-RF;79.80
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	Brothers_NWCB_S141_vRhyme_bin_56	87888	95388	High-quality	No	116	29	97.87	0		10.82	91.8	iPHoP-RF;94.10 blast;93.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	ELSC_Bowl_M1_vRhyme_bin_65	24054	30054	Medium-quality	No	42	13	54.81	0		26.21	91.4	blast;93.70 iPHoP-RF;73.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	ELSC_Bowl_M2_vRhyme_bin_298	27151	28651	Low-quality	No	38	1	12.87	0		2.76	91.6	blast;93.90 iPHoP-RF;76.40
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	ELSC_Tui_Malila_132-544_vRhyme_bin_45	13999	18499	Low-quality	No	22	1	10.03	0		5.02	91.1	blast;93.50
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	ELSC_Tui_Malila_134-614_vRhyme_bin_41	60576	63576	High-quality	No	95	19	100	0	contig >1.5x longer than expected genome length	11.05	96	CRISPR;97.20
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	ELSC_Tui_Malila_T11_vRhyme_bin_124	10840	12340	Low-quality	No	11	2	18.44	0		3.62	91	blast;93.40 iPHoP-RF;69.80
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	Brothers_NWCA_S143_NODE_487_length_32085_cov_19.386726	32085	32085	Low-quality	No	49	10	46.43	0	low-confidence DTR	4.05	99.6	CRISPR;99.60
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	Brothers_NWCB_S141_NODE_1939_length_20922_cov_2.311565	20922	20922	Medium-quality	No	36	12	52	0		12.33	97.9	CRISPR;98.50 blast;91.50 iPHoP-RF;91.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	ELSC_Abe_A1_NODE_7022_length_7654_cov_5.006377	7654	7654	Low-quality	No	12	5	14.97	0		17.4	91.8	iPHoP-RF;94.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	ELSC_Mariner_M17_NODE_1289_length_25838_cov_4.482478	25838	25838	Low-quality	No	32	1	10.5	0		3.17	91.4	blast;93.70 iPHoP-RF;83.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	ELSC_Tui_Malila_132-544_scaffold_6456_c1	5905	5905	Low-quality	No	9	4	13.42	0		10.47	92.2	iPHoP-RF;94.40 CRISPR;68.00
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	ELSC_Tui_Malila_132-544_scaffold_6785_c1	5770	5770	Low-quality	No	10	1	4.13	0		5.9	90.4	blast;92.90 iPHoP-RF;77.10
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor	ELSC_Tui_Malila_T10_NODE_91_length_51288_cov_8.368015_fragment_1	32217	32217	Medium-quality	No	53	10	57.54	0		28.51	90.4	blast;92.90 iPHoP-RF;84.20
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__HyVt-477	ELSC_Vai_Lili_V2_vRhyme_bin_33	30647	32147	Medium-quality	No	43	11	71.91	0		10.5	90	blast;92.50 iPHoP-RF;56.00
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__JAADED01;g__JAADED01	EPR_PIR-30_vRhyme_bin_1	14582	17582	Low-quality	No	23	2	28.29	0		21.4	91.2	blast;93.60 iPHoP-RF;75.00
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__JAADED01;g__JAADED01	Brothers_NWCA_S143_NODE_3808_length_11122_cov_31.105321	11122	11122	Low-quality	No	6	1	1.7	0		9.33	91.6	blast;93.90 iPHoP-RF;82.50
d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__	ELSC_Mariner_M17_vRhyme_bin_119	42487	43987	Medium-quality	No	61	11	67.94	0		13.01	90.1	blast;92.60 iPHoP-RF;91.80 CRISPR;89.50
d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__	ELSC_Mariner_M17_vRhyme_bin_158	38512	43012	Medium-quality	No	47	13	77.3	0		7.82	91.6	blast;93.90 iPHoP-RF;69.80
d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__	ELSC_Tui_Malila_T10_vRhyme_bin_68	22887	27387	Medium-quality	No	31	7	59.06	0		6.04	91.2	CRISPR;93.60 iPHoP-RF;88.90
d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__	ELSC_Tui_Malila_T11_vRhyme_bin_81	29066	30566	Medium-quality	No	40	7	58.01	0		8.61	96.3	CRISPR;97.40 iPHoP-RF;75.90
d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__	ELSC_Tui_Malila_T2_vRhyme_bin_50	43375	46375	Complete	No	63	12	100	0		19.13	97.6	CRISPR;98.30 iPHoP-RF;89.80
d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__	ELSC_Tui_Malila_T2_NODE_923_length_33072_cov_4.411656	33072	33072	Medium-quality	Yes	50	4	56.91	7.78		6.62	95	CRISPR;96.50 iPHoP-RF;94.10 blast;93.00
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__	Brothers_NWCA_S143_vRhyme_bin_27	5210	6710	Low-quality	No	10	3	16.78	0		7.36	90.6	blast;93.00 iPHoP-RF;76.40
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	Brothers_NWCA_S143_vRhyme_bin_106	24608	27608	Medium-quality	No	34	11	71.08	0		15.94	90	blast;92.50 iPHoP-RF;56.00
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	Brothers_NWCA_S143_vRhyme_bin_109	9340	12340	Low-quality	No	17	8	24.97	0		6.15	90.1	blast;92.60 iPHoP-RF;73.90
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	Brothers_NWCA_S143_vRhyme_bin_136	6457	7957	Low-quality	No	11	1	21	0		NA	91.6	blast;93.90 iPHoP-RF;82.20
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	Brothers_NWCA_S143_vRhyme_bin_141	30978	32478	Low-quality	No	45	10	47.84	0		5.73	96.6	CRISPR;97.60 blast;93.90 iPHoP-RF;83.10
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	Brothers_NWCA_S144_vRhyme_bin_98	11413	12913	Low-quality	No	13	4	20.15	0		1.93	92.3	blast;94.50 iPHoP-RF;78.70
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	Brothers_NWCB_S141_vRhyme_bin_155	25500	28500	Low-quality	No	41	8	42.91	0		8.42	90.7	blast;93.10 iPHoP-RF;67.00
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	ELSC_Abe_A1_vRhyme_bin_135	30102	33102	Medium-quality	No	48	2	52.94	0		7.3	91.5	blast;93.80 iPHoP-RF;92.40 CRISPR;91.70
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	ELSC_Abe_A1_vRhyme_bin_171	12989	17489	Low-quality	No	16	8	47.13	0		11.82	91.6	blast;93.90 iPHoP-RF;68.00
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	ELSC_Mariner_M17_vRhyme_bin_216	37013	40013	High-quality	No	45	17	100	0		15.14	95.7	CRISPR;97.00 blast;93.90 iPHoP-RF;86.30
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	ELSC_Tui_Malila_T11_vRhyme_bin_1	44135	54635	High-quality	No	59	22	100	0		15.49	92.9	blast;94.90 iPHoP-RF;92.80
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	ELSC_Tui_Malila_T11_vRhyme_bin_119	22859	24359	Medium-quality	No	27	10	59.56	0		5.5	91.5	blast;93.80 iPHoP-RF;69.10
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	ELSC_Tui_Malila_T2_vRhyme_bin_179	7484	8984	Low-quality	No	10	9	25.74	0		6.73	90.9	blast;93.30 iPHoP-RF;88.20
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	Brothers_NWCA_S143_NODE_582_length_29570_cov_7.664029	29570	29570	Medium-quality	No	50	17	67.59	0		17.4	97.6	CRISPR;98.30
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	Brothers_NWCA_S143_NODE_5027_length_9729_cov_5.674651	9729	9729	Low-quality	No	13	9	12.85	0		7.04	91.2	blast;93.60 iPHoP-RF;67.30
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	ELSC_Abe_A1_NODE_1039_length_18185_cov_5.174881	18185	18185	Low-quality	No	25	10	43.81	0		8.52	90.7	blast;93.10 iPHoP-RF;78.00
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	ELSC_Mariner_131-447_scaffold_580_c1	36259	36259	Medium-quality	No	59	12	61.27	0		6	98.1	CRISPR;98.60 iPHoP-RF;55.40
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	ELSC_Tui_Malila_T11_NODE_614_length_24506_cov_3.876000	24506	24506	Medium-quality	No	31	11	64.97	0		6.12	93	blast;95.00 iPHoP-RF;71.50
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01	ELSC_Tui_Malila_T2_NODE_8320_length_10454_cov_1.643556	10454	10454	Low-quality	No	17	1	15.23	0		3.56	92.5	blast;94.60 iPHoP-RF;92.10
d__Bacteria;p__Omnitrophota;c__Koll11;o__;f__;g__	Brothers_NWCA_S143_vRhyme_bin_41	24008	28508	Low-quality	No	34	8	45.44	0		6.32	90	blast;92.50 iPHoP-RF;60.90
d__Bacteria;p__Omnitrophota;c__Koll11;o__;f__;g__	ELSC_Abe_A1_vRhyme_bin_147	10536	13536	Low-quality	No	17	2	16.88	0		5.91	90.7	blast;93.10 CRISPR;53.50
d__Bacteria;p__Omnitrophota;c__Koll11;o__;f__;g__	ELSC_Mariner_M10_vRhyme_bin_113	6704	8204	Low-quality	No	10	1	13.08	0		5.98	90.2	blast;92.70 iPHoP-RF;70.00 CRISPR;59.90
d__Bacteria;p__Omnitrophota;c__Koll11;o__;f__;g__	ELSC_Abe_A1_NODE_7248_length_7550_cov_1.666442	7550	7550	Low-quality	No	19	1	10.27	0		2.83	92.5	blast;94.60 iPHoP-RF;70.40
d__Bacteria;p__Omnitrophota;c__Koll11;o__;f__;g__	ELSC_Tui_Malila_T11_NODE_1813_length_14025_cov_3.599223	14025	14025	Low-quality	No	32	1	19.08	0		1.4	90	blast;92.50 iPHoP-RF;60.10
d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfatatoraceae;g__Thermodesulfatator_A	Brothers_NWCA_S144_vRhyme_bin_86	28967	30467	Medium-quality	No	45	13	82.03	0		25.26	90.6	CRISPR;93.00 iPHoP-RF;74.80
d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfatatoraceae;g__Thermodesulfatator_A	ELSC_Abe_A1_vRhyme_bin_147	10536	13536	Low-quality	No	17	2	16.88	0		5.91	91.1	blast;93.50 iPHoP-RF;50.70
d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfatatoraceae;g__Thermodesulfatator_A	ELSC_Mariner_M17_NODE_790_length_33513_cov_3.622117	33513	33513	Low-quality	No	47	14	45.69	0		12.58	97.9	CRISPR;98.50 iPHoP-RF;52.80
d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfatatoraceae;g__Thermodesulfatator_A	ELSC_Mariner_M17_NODE_21888_length_5263_cov_20.445872	5263	5263	Low-quality	No	7	2	3.04	0		5.31	91.2	blast;93.60 iPHoP-RF;92.10
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Thiolapillus	ELSC_Tui_Malila_T2_vRhyme_bin_184	15962	18962	Low-quality	No	18	5	22.87	0		4.21	92.1	blast;94.30 iPHoP-RF;83.90
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__	Brothers_NWCB_S139_vRhyme_bin_3	270927	312927	High-quality	No	385	71	99.62	0		11.67	92.7	blast;94.80
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__	ELSC_Abe_A1_vRhyme_bin_128	26299	32299	Low-quality	No	39	6	35.4	0		6.6	91.4	blast;93.70
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__	ELSC_Mariner_M10_vRhyme_bin_37	90026	99026	High-quality	Yes	133	21	100	8.32		10.64	93.8	blast;95.60 iPHoP-RF;78.30
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__	ELSC_Mariner_M10_vRhyme_bin_46	93758	101258	Medium-quality	No	134	18	77.55	0		5.52	92.5	blast;94.60 iPHoP-RF;55.40
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__	ELSC_Tui_Malila_T2_vRhyme_bin_18	93768	122268	Medium-quality	No	132	11	81.16	0		8.25	93.5	blast;95.40 iPHoP-RF;58.70
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__	ELSC_Abe_A1_NODE_195_length_37039_cov_4.851864	37039	37039	High-quality	No	51	6	93.98	0		4.89	98.5	CRISPR;98.90 iPHoP-RF;78.00
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__	ELSC_Tui_Malila_T11_NODE_4069_length_9453_cov_2.016084	9453	9453	Low-quality	No	13	1	24.29	0		3.25	91	iPHoP-RF;93.40
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__	ELSC_Tui_Malila_T2_NODE_2978_length_17811_cov_3.717994	17811	17811	Low-quality	No	21	2	27.18	0		3.82	96.3	CRISPR;97.40 iPHoP-RF;88.20
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__	ELSC_Tui_Malila_T2_NODE_14313_length_7924_cov_23.629858	7924	7924	Low-quality	No	5	1	4.34	0		10.57	90.6	blast;93.00
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__JAADEN01	Brothers_NWCA_S143_vRhyme_bin_83	24522	26022	Low-quality	No	39	12	34.82	0	low-confidence DTR	5.92	98.4	CRISPR;98.80
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__	Brothers_NWCA_S144_vRhyme_bin_82	21807	24807	Low-quality	No	35	15	45.88	0		23.2	91.6	blast;93.90 iPHoP-RF;92.40
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__	Brothers_NWCB_S139_vRhyme_bin_58	97780	108280	High-quality	No	133	39	96.47	0		20.49	91.5	blast;93.80
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__	ELSC_Mariner_M17_vRhyme_bin_241	44571	47571	High-quality	No	53	17	99.31	0		13.55	90.8	blast;93.20 iPHoP-RF;73.20
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__	Brothers_NWCB_S139_NODE_1039_length_28824_cov_40.431683	28824	28824	Medium-quality	No	34	12	65.68	0		8.74	98.4	CRISPR;98.80 iPHoP-RF;53.00
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__	Brothers_NWCB_S139_NODE_9809_length_8764_cov_36.829339	8764	8764	Low-quality	No	16	3	15.25	0		3.12	91.2	blast;93.60 iPHoP-RF;77.30
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__	Brothers_NWCB_S139_NODE_9008_length_9195_cov_2.032753	9195	9195	Low-quality	No	10	1	4.99	0		27.99	91.6	blast;93.90 iPHoP-RF;64.00
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__	Brothers_NWCB_S140_NODE_7665_length_7103_cov_2.156107	7103	7103	Low-quality	No	11	6	16.04	0		7.75	97.2	CRISPR;98.00
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__	Brothers_NWCB_S141_NODE_1259_length_26178_cov_2.554412	26178	26178	Medium-quality	No	34	22	70.67	0		35.67	91.6	blast;93.90 iPHoP-RF;73.50
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__QNZT01;g__	ELSC_Abe_A3_vRhyme_bin_91	26094	29094	Low-quality	No	34	5	37.62	0		7.21	90.3	iPHoP-RF;92.80 CRISPR;76.20
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__QNZT01;g__	ELSC_Tui_Malila_T10_vRhyme_bin_64	26862	31362	Medium-quality	No	31	3	87.06	0		4.5	90.2	blast;92.70 iPHoP-RF;78.50
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__QNZT01;g__	ELSC_Abe_A3_NODE_23908_length_5310_cov_2.247154	5310	5310	Low-quality	No	8	1	3.4	0		5.56	91.6	blast;93.90 iPHoP-RF;74.80
d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__GWC2-55-46;f__;g__	Brothers_NWCA_S144_vRhyme_bin_77	18266	19766	Low-quality	No	35	1	9.12	0		6.37	91.6	blast;93.90 iPHoP-RF;70.20
d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__GWC2-55-46;f__;g__	Brothers_NWCB_S146_vRhyme_bin_21	10341	11841	Low-quality	No	18	1	20.67	0		5.49	90.2	blast;92.70 iPHoP-RF;64.50
d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__GWC2-55-46;f__;g__	Brothers_NWCB_S141_NODE_8783_length_8486_cov_1.550784	8486	8486	Low-quality	No	12	6	21.86	0		14.94	91.1	CRISPR;93.50 iPHoP-RF;64.80
d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__GWC2-55-46;f__;g__	Brothers_NWCB_S141_NODE_2504_length_17995_cov_1.659055	17995	17995	Low-quality	No	30	3	40.92	0		3.54	97.9	CRISPR;98.50 iPHoP-RF;83.60
